publication_id,reference_id
W2546635522,W1998841934
W2546635522,W2001422711
W2546635522,W2021090797
W2546635522,W2026161286
W2546635522,W2035644337
W2546635522,W2037001540
W2546635522,W2062273234
W2546635522,W2076629853
W2546635522,W2077424377
W2546635522,W2082296432
W2546635522,W2089441678
W2546635522,W2096931353
W2546635522,W2110831185
W2546635522,W2118847155
W2546635522,W2123436043
W2546635522,W2133797163
W2546635522,W2150243159
W2546635522,W2169036685
W2546635522,W2226899078
W2546635522,W2288100205
W2546635522,W2307588840
W3165483460,W598217161
W3165483460,W1524577329
W3165483460,W1559813256
W3165483460,W1581848821
W3165483460,W1584473438
W3165483460,W1822494353
W3165483460,W1922152898
W3165483460,W1965639742
W3165483460,W1967120336
W3165483460,W1967713917
W3165483460,W1985387363
W3165483460,W1995151553
W3165483460,W2001422711
W3165483460,W2008066450
W3165483460,W2010002462
W3165483460,W2015518028
W3165483460,W2022641357
W3165483460,W2043833042
W3165483460,W2048145045
W3165483460,W2054647727
W3165483460,W2066083843
W3165483460,W2069879787
W3165483460,W2076629853
W3165483460,W2093117756
W3165483460,W2103428456
W3165483460,W2104826204
W3165483460,W2109429966
W3165483460,W2114894207
W3165483460,W2127751554
W3165483460,W2127762938
W3165483460,W2132258515
W3165483460,W2133797163
W3165483460,W2150432203
W3165483460,W2150875929
W3165483460,W2154733620
W3165483460,W2160047661
W3165483460,W2173474324
W3165483460,W2188049640
W3165483460,W2201222263
W3165483460,W2211881272
W3165483460,W2264747179
W3165483460,W2326114782
W3165483460,W2337539845
W3165483460,W2410820184
W3165483460,W2422911345
W3165483460,W2468172476
W3165483460,W2510919644
W3165483460,W2547102234
W3165483460,W2613204039
W3165483460,W2738753887
W3165483460,W2746105469
W3165483460,W2793374096
W3165483460,W2798050179
W3165483460,W3032442327
W3165483460,W3040830420
W3165483460,W3080093796
W3165483460,W3088155089
W3165483460,W3096059552
W2108893166,W50688157
W2108893166,W59450186
W2108893166,W1272508706
W2108893166,W2110831359
W2108893166,W2139598342
W2108893166,W2282832571
W2108893166,W2601835878
W1543098188,W1484728537
W1543098188,W1499933681
W1543098188,W1973217014
W1543098188,W2075723636
W1543098188,W2082466844
W2313795952,W1595973166
W2313795952,W2012811511
W2313795952,W2017427280
W2313795952,W2042243536
W2313795952,W2045930576
W2313795952,W2064655388
W2313795952,W2072589191
W2313795952,W2081908994
W2313795952,W2112458404
W2313795952,W2137526265
W2313795952,W2142263128
W2313795952,W2147637389
W2313795952,W2148119561
W2313795952,W2152087807
W2313795952,W2157289187
W2313795952,W2159371774
W2313795952,W2263231366
W2313795952,W2401907668
W2313795952,W2405557224
W2313795952,W2532274934
W2313795952,W2534935070
W2313795952,W4233238435
W2313795952,W7043575881
W2118489710,W120868933
W2118489710,W1575829986
W2118489710,W1586624296
W2118489710,W2027523423
W2118489710,W2045114640
W2118489710,W2091784785
W2118489710,W2095929735
W2118489710,W2111197100
W2045114640,W2111197100
W2045114640,W2138478249
W2121967258,W1953090334
W2121967258,W1991849198
W2121967258,W2006003888
W2121967258,W2008691804
W2121967258,W2013813050
W2121967258,W2029559790
W2121967258,W2037001540
W2121967258,W2074048810
W2121967258,W2076691609
W2121967258,W2095929735
W2121967258,W2109450332
W2121967258,W2133940321
W2121967258,W2140788346
W2121967258,W2184854514
W2121967258,W2269900514
W2121967258,W2913521326
W2121967258,W4285719527
W2067083952,W45011409
W2067083952,W93247917
W2067083952,W110427202
W2067083952,W122882323
W2067083952,W139777397
W2067083952,W181928558
W2067083952,W322246522
W2067083952,W359491596
W2067083952,W587714913
W2067083952,W1487235154
W2067083952,W1520877301
W2067083952,W1553904877
W2067083952,W1560144794
W2067083952,W1586624296
W2067083952,W1972419014
W2067083952,W1987177365
W2067083952,W1993503595
W2067083952,W1993516864
W2067083952,W2000823235
W2067083952,W2006144938
W2067083952,W2015833509
W2067083952,W2033333932
W2067083952,W2047569231
W2067083952,W2049485428
W2067083952,W2051390054
W2067083952,W2053903592
W2067083952,W2058641836
W2067083952,W2068842640
W2067083952,W2091508019
W2067083952,W2106180529
W2067083952,W2108048984
